"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"32","13.258789800","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2585/6410, ttl=51 (request in 31)"
"34","14.280278400","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2586/6666, ttl=51 (request in 33)"
"37","15.288160400","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2587/6922, ttl=51 (request in 36)"
"38","15.304537100","52.139.250.253","172.20.10.8","TLSv1.2","280","40 dBm","","","Application Data"
"41","16.310351300","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2588/7178, ttl=51 (request in 40)"
"43","17.330273500","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2589/7434, ttl=51 (request in 42)"
"45","18.343559700","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2590/7690, ttl=51 (request in 44)"
"47","19.362388400","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2591/7946, ttl=51 (request in 46)"
"49","20.378466300","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2592/8202, ttl=51 (request in 48)"
"51","21.382851100","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2593/8458, ttl=51 (request in 50)"
"53","22.396374700","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2594/8714, ttl=51 (request in 52)"
"55","23.414944300","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2595/8970, ttl=51 (request in 54)"
"57","24.429665600","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2596/9226, ttl=51 (request in 56)"
"59","25.452807400","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2597/9482, ttl=51 (request in 58)"
"61","26.463950700","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2598/9738, ttl=51 (request in 60)"
"63","27.469769600","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2599/9994, ttl=51 (request in 62)"
"65","28.502691900","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2600/10250, ttl=51 (request in 64)"
"67","29.503313400","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2601/10506, ttl=51 (request in 66)"
"69","30.511272700","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2602/10762, ttl=51 (request in 68)"
"71","31.102903100","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","40 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"73","31.526626900","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2603/11018, ttl=51 (request in 72)"
"75","32.544822000","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2604/11274, ttl=51 (request in 74)"
"77","33.569923600","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2605/11530, ttl=51 (request in 76)"
"79","34.588128600","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2606/11786, ttl=51 (request in 78)"
"81","35.583805200","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2607/12042, ttl=51 (request in 80)"
"83","36.605033300","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2608/12298, ttl=51 (request in 82)"
"85","37.627472200","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2609/12554, ttl=51 (request in 84)"
"87","38.633499500","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2610/12810, ttl=51 (request in 86)"
"89","39.646932500","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2611/13066, ttl=51 (request in 88)"
"91","40.663360500","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2612/13322, ttl=51 (request in 90)"
"93","41.676011900","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2613/13578, ttl=51 (request in 92)"
"95","42.683615000","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2614/13834, ttl=51 (request in 94)"
"97","43.687462000","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2615/14090, ttl=51 (request in 96)"
"99","44.703038600","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2616/14346, ttl=51 (request in 98)"
"101","45.736974700","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2617/14602, ttl=51 (request in 100)"
"103","46.742685600","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2618/14858, ttl=51 (request in 102)"
"107","52.931258600","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","40 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"108","52.971864100","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2620/15370, ttl=51 (request in 106)"
"110","53.649341200","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2621/15626, ttl=51 (request in 109)"
"112","54.672473000","153.37.235.5","172.20.10.8","ICMP","126","40 dBm","","","Echo (ping) reply    id=0x0001, seq=2622/15882, ttl=51 (request in 111)"
"114","55.688708400","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2623/16138, ttl=51 (request in 113)"
"116","56.713784100","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2624/16394, ttl=51 (request in 115)"
"118","57.735203400","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2625/16650, ttl=51 (request in 117)"
"120","58.751169800","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2626/16906, ttl=51 (request in 119)"
"122","59.764192900","153.37.235.5","172.20.10.8","ICMP","126","39 dBm","","","Echo (ping) reply    id=0x0001, seq=2627/17162, ttl=51 (request in 121)"
"124","60.402511900","52.139.250.253","172.20.10.8","TLSv1.2","280","40 dBm","","","Application Data"
