"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"79","35.526903300","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3511/46861, ttl=51 (request in 78)"
"81","36.545958900","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3512/47117, ttl=51 (request in 80)"
"83","37.566410800","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3513/47373, ttl=51 (request in 82)"
"85","38.565445600","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3514/47629, ttl=51 (request in 84)"
"87","39.585949100","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3515/47885, ttl=51 (request in 86)"
"89","40.585937100","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3516/48141, ttl=51 (request in 88)"
"91","41.625592400","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3517/48397, ttl=51 (request in 90)"
"93","42.626471200","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3518/48653, ttl=51 (request in 92)"
"95","43.653580500","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3519/48909, ttl=51 (request in 94)"
"97","44.666314900","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3520/49165, ttl=51 (request in 96)"
"99","45.685616600","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3521/49421, ttl=51 (request in 98)"
"101","45.886922400","52.139.250.253","172.20.10.8","TLSv1.2","280","32 dBm","","","Application Data"
"104","46.685583400","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3522/49677, ttl=51 (request in 103)"
"106","47.706069500","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3523/49933, ttl=51 (request in 105)"
"108","48.725685300","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3524/50189, ttl=51 (request in 107)"
"110","49.746178400","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3525/50445, ttl=51 (request in 109)"
"112","50.774204400","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3526/50701, ttl=51 (request in 111)"
"114","51.786089000","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3527/50957, ttl=51 (request in 113)"
"116","52.805641100","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3528/51213, ttl=51 (request in 115)"
"118","53.827445500","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3529/51469, ttl=51 (request in 117)"
"120","54.827138700","153.37.235.5","172.20.10.8","ICMP","126","33 dBm","","","Echo (ping) reply    id=0x0001, seq=3530/51725, ttl=51 (request in 119)"
"122","55.845743500","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3531/51981, ttl=51 (request in 121)"
"124","56.867078000","153.37.235.5","172.20.10.8","ICMP","126","32 dBm","","","Echo (ping) reply    id=0x0001, seq=3532/52237, ttl=51 (request in 123)"
"126","57.471776700","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","32 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"128","57.866156000","153.37.235.5","172.20.10.8","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=3533/52493, ttl=51 (request in 127)"
"130","58.901197600","153.37.235.5","172.20.10.8","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3534/52749, ttl=51 (request in 129)"
"132","59.938074900","153.37.235.5","172.20.10.8","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=3535/53005, ttl=51 (request in 131)"
"134","60.906961100","153.37.235.5","172.20.10.8","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=3536/53261, ttl=51 (request in 133)"
"136","61.925686700","153.37.235.5","172.20.10.8","ICMP","126","31 dBm","","","Echo (ping) reply    id=0x0001, seq=3537/53517, ttl=51 (request in 135)"
