"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"95","43.620245300","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3385/14605, ttl=51 (request in 94)"
"97","44.635660200","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3386/14861, ttl=51 (request in 96)"
"99","45.653679900","153.37.235.5","172.20.10.8","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3387/15117, ttl=51 (request in 98)"
"101","46.666702600","153.37.235.5","172.20.10.8","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3388/15373, ttl=51 (request in 100)"
"103","47.683676000","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3389/15629, ttl=51 (request in 102)"
"105","48.698727400","153.37.235.5","172.20.10.8","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3390/15885, ttl=51 (request in 104)"
"107","49.541272400","172.20.10.1","172.20.10.8","DNS","145","30 dBm","","","Standard query response 0x3436 A query.hicloud.com A 49.4.32.196"
"109","49.601588700","49.4.32.196","172.20.10.8","TCP","118","29 dBm","","","80  >  50175 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=512"
"112","49.650693100","49.4.32.196","172.20.10.8","HTTP","357","30 dBm","","","HTTP/1.1 200  "
"113","49.650693100","49.4.32.196","172.20.10.8","TCP","106","30 dBm","","","80  >  50175 [ACK] Seq=1 Ack=87 Win=29696 Len=0"
"117","49.694199100","49.4.32.196","172.20.10.8","TCP","106","30 dBm","","","80  >  50175 [FIN, ACK] Seq=252 Ack=88 Win=29696 Len=0"
"120","49.714129800","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3391/16141, ttl=51 (request in 116)"
"121","49.731298700","172.20.10.1","172.20.10.8","DNS","184","29 dBm","","","Standard query response 0xf92b A configserver.hicloud.com A 118.194.33.188 A 49.4.47.102 A 49.4.18.241"
"123","49.792410400","118.194.33.188","172.20.10.8","TCP","118","30 dBm","","","443  >  50176 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=512"
"126","49.866468900","118.194.33.188","172.20.10.8","TCP","106","30 dBm","","","443  >  50176 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"127","49.869253700","118.194.33.188","172.20.10.8","TLSv1.2","1506","30 dBm","","","Server Hello"
"128","49.871208500","118.194.33.188","172.20.10.8","TCP","1506","30 dBm","","","443  >  50176 [ACK] Seq=1401 Ack=518 Win=30720 Len=1400 [TCP segment of a reassembled PDU]"
"129","49.871208500","118.194.33.188","172.20.10.8","TLSv1.2","648","30 dBm","","","Certificate, Server Key Exchange, Server Hello Done"
"132","49.928982600","118.194.33.188","172.20.10.8","TLSv1.2","157","29 dBm","","","Change Cipher Spec, Encrypted Handshake Message"
"134","49.979468200","118.194.33.188","172.20.10.8","TLSv1.2","328","29 dBm","","","Application Data"
"137","50.021671200","118.194.33.188","172.20.10.8","TCP","118","29 dBm","","","[TCP Dup ACK 134#1] 443  >  50176 [ACK] Seq=3616 Ack=834 Win=31744 Len=0 SLE=865 SRE=866"
"138","50.038357100","118.194.33.188","172.20.10.8","TCP","106","29 dBm","","","443  >  50176 [ACK] Seq=3616 Ack=866 Win=31744 Len=0"
"139","50.038357100","118.194.33.188","172.20.10.8","TCP","106","29 dBm","","","443  >  50176 [FIN, ACK] Seq=3616 Ack=866 Win=31744 Len=0"
"142","50.731639400","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3392/16397, ttl=51 (request in 141)"
"144","51.746724000","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3393/16653, ttl=51 (request in 143)"
"146","52.774387300","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3394/16909, ttl=51 (request in 145)"
"148","53.789863400","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3395/17165, ttl=51 (request in 147)"
"150","54.830929300","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3396/17421, ttl=51 (request in 149)"
"152","55.816597200","153.37.235.5","172.20.10.8","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3397/17677, ttl=51 (request in 151)"
"154","56.256717100","52.139.250.253","172.20.10.8","TLSv1.2","280","29 dBm","","","Application Data"
"157","56.836011200","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3398/17933, ttl=51 (request in 156)"
"159","57.852846100","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3399/18189, ttl=51 (request in 158)"
"161","58.870950800","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3400/18445, ttl=51 (request in 160)"
"163","59.882449600","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3401/18701, ttl=51 (request in 162)"
"165","60.897733700","153.37.235.5","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3402/18957, ttl=51 (request in 164)"
"167","61.904719400","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3403/19213, ttl=51 (request in 166)"
"169","62.924614600","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3404/19469, ttl=51 (request in 168)"
"171","63.946951900","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3405/19725, ttl=51 (request in 170)"
"173","64.956033900","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3406/19981, ttl=51 (request in 172)"
"175","65.970584300","153.37.235.5","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=3407/20237, ttl=51 (request in 174)"
"177","66.980068700","153.37.235.5","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=3408/20493, ttl=51 (request in 176)"
"179","67.990684600","153.37.235.5","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=3409/20749, ttl=51 (request in 178)"
"181","69.001936700","153.37.235.5","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=3410/21005, ttl=51 (request in 180)"
