"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"69","30.480485900","153.37.235.5","172.20.10.8","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=2490/47625, ttl=51 (request in 68)"
"71","31.484184700","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2491/47881, ttl=51 (request in 70)"
"73","32.508461500","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2492/48137, ttl=51 (request in 72)"
"75","33.008240400","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","42 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"77","33.518456300","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2493/48393, ttl=51 (request in 76)"
"79","34.530413600","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2494/48649, ttl=51 (request in 78)"
"81","35.544285200","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2495/48905, ttl=51 (request in 80)"
"83","36.562712900","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2496/49161, ttl=51 (request in 82)"
"85","37.571725400","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2497/49417, ttl=51 (request in 84)"
"87","38.602232200","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2498/49673, ttl=51 (request in 86)"
"89","39.632292000","153.37.235.5","172.20.10.8","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=2499/49929, ttl=51 (request in 88)"
"91","40.621230700","153.37.235.5","172.20.10.8","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=2500/50185, ttl=51 (request in 90)"
"93","41.628378800","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2501/50441, ttl=51 (request in 92)"
"95","42.651759000","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2502/50697, ttl=51 (request in 94)"
"97","43.663391600","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2503/50953, ttl=51 (request in 96)"
"99","44.685847800","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2504/51209, ttl=51 (request in 98)"
"101","45.700803300","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2505/51465, ttl=51 (request in 100)"
"104","48.729287300","52.139.250.253","172.20.10.8","TLSv1.2","280","41 dBm","","","Application Data"
"107","51.564317700","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2507/51977, ttl=51 (request in 106)"
"109","52.559224000","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2508/52233, ttl=51 (request in 108)"
"111","53.577761600","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2509/52489, ttl=51 (request in 110)"
"113","54.580983400","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2510/52745, ttl=51 (request in 112)"
"115","55.597834900","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2511/53001, ttl=51 (request in 114)"
"117","56.508045600","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","42 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"119","56.600932100","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2512/53257, ttl=51 (request in 118)"
"121","57.620217400","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2513/53513, ttl=51 (request in 120)"
"123","58.647232400","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2514/53769, ttl=51 (request in 122)"
"125","59.644233000","153.37.235.5","172.20.10.8","ICMP","126","43 dBm","","","Echo (ping) reply    id=0x0001, seq=2515/54025, ttl=51 (request in 124)"
"127","60.655924700","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2516/54281, ttl=51 (request in 126)"
"129","61.671696600","153.37.235.5","172.20.10.8","ICMP","126","42 dBm","","","Echo (ping) reply    id=0x0001, seq=2517/54537, ttl=51 (request in 128)"
"131","62.694789600","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2518/54793, ttl=51 (request in 130)"
"133","63.711019400","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2519/55049, ttl=51 (request in 132)"
"135","64.733027000","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2520/55305, ttl=51 (request in 134)"
"137","65.752081800","153.37.235.5","172.20.10.8","ICMP","126","41 dBm","","","Echo (ping) reply    id=0x0001, seq=2521/55561, ttl=51 (request in 136)"
