"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"331","127.139605400","40.74.108.123","172.20.10.6","TLSv1.2","223","30 dBm","","","Application Data"
"334","127.251200200","40.74.108.123","172.20.10.6","TLSv1.2","182","30 dBm","","","Application Data"
"336","127.266084100","52.114.132.73","172.20.10.6","TCP","106","30 dBm","","","443  >  49816 [ACK] Seq=4475 Ack=7047 Win=524800 Len=0"
"337","127.276997600","52.114.132.73","172.20.10.6","TCP","106","30 dBm","","","443  >  49816 [ACK] Seq=4475 Ack=9847 Win=524800 Len=0"
"338","127.278168300","52.114.132.73","172.20.10.6","TLSv1.2","466","30 dBm","","","Application Data"
"340","127.331023900","40.74.108.123","172.20.10.6","TLSv1.2","148","30 dBm","","","Application Data"
"342","127.333445800","40.74.108.123","172.20.10.6","TCP","106","30 dBm","","","443  >  49817 [FIN, ACK] Seq=4087 Ack=1798 Win=524800 Len=0"
"343","127.542590600","52.114.132.73","172.20.10.6","TCP","106","30 dBm","","","443  >  49816 [FIN, ACK] Seq=4835 Ack=10948 Win=523776 Len=0"
"346","127.651519300","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3865/6415, ttl=53 (request in 345)"
"348","128.653325000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3866/6671, ttl=53 (request in 347)"
"350","129.673471700","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3867/6927, ttl=53 (request in 349)"
"352","130.676340000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3868/7183, ttl=53 (request in 351)"
"354","131.681436300","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3869/7439, ttl=53 (request in 353)"
"356","132.707497400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3870/7695, ttl=53 (request in 355)"
"358","133.701399900","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3871/7951, ttl=53 (request in 357)"
"360","134.707337600","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3872/8207, ttl=53 (request in 359)"
"362","135.733404900","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3873/8463, ttl=53 (request in 361)"
"364","136.728453900","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3874/8719, ttl=53 (request in 363)"
"366","137.747491100","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3875/8975, ttl=53 (request in 365)"
"368","138.812014500","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3876/9231, ttl=53 (request in 367)"
"370","139.787950700","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3877/9487, ttl=53 (request in 369)"
"372","140.791269100","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3878/9743, ttl=53 (request in 371)"
"374","141.768556700","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3879/9999, ttl=53 (request in 373)"
