"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"439","184.645130500","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2746/47626, ttl=53 (request in 438)"
"441","185.688674300","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2747/47882, ttl=53 (request in 440)"
"443","186.681047000","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2748/48138, ttl=53 (request in 442)"
"445","187.707231200","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2749/48394, ttl=53 (request in 444)"
"447","188.696440100","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2750/48650, ttl=53 (request in 446)"
"449","189.700745700","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2751/48906, ttl=53 (request in 448)"
"451","190.740799900","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2752/49162, ttl=53 (request in 450)"
"453","191.730755000","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2753/49418, ttl=53 (request in 452)"
"455","192.739702400","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2754/49674, ttl=53 (request in 454)"
"457","193.731497400","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2755/49930, ttl=53 (request in 456)"
"458","193.829259600","40.100.54.226","172.20.10.6","TLSv1.2","146","27 dBm","","","Application Data"
"461","194.762299500","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2756/50186, ttl=53 (request in 460)"
"463","195.781583900","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2757/50442, ttl=53 (request in 462)"
"465","196.820874200","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2758/50698, ttl=53 (request in 464)"
"467","197.801508500","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2759/50954, ttl=53 (request in 466)"
"469","198.820905900","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2760/51210, ttl=53 (request in 468)"
"471","199.832413300","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2761/51466, ttl=53 (request in 470)"
"473","200.861148500","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2762/51722, ttl=53 (request in 472)"
"475","201.861411000","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2763/51978, ttl=53 (request in 474)"
"477","202.885360400","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2764/52234, ttl=53 (request in 476)"
"479","203.886300400","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2765/52490, ttl=53 (request in 478)"
"481","204.911005600","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2766/52746, ttl=53 (request in 480)"
"483","205.925622500","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2767/53002, ttl=53 (request in 482)"
"485","206.926704400","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2768/53258, ttl=53 (request in 484)"
"487","207.949422700","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2769/53514, ttl=53 (request in 486)"
"489","208.941149100","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2770/53770, ttl=53 (request in 488)"
"491","209.962898800","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2771/54026, ttl=53 (request in 490)"
"493","210.981048800","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2772/54282, ttl=53 (request in 492)"
"495","211.986464800","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2773/54538, ttl=53 (request in 494)"
"497","213.001418100","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2774/54794, ttl=53 (request in 496)"
"499","214.020993500","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2775/55050, ttl=53 (request in 498)"
"501","214.554962800","46:f2:1b:94:13:64","IntelCor_01:f9:af","ARP","94","27 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"503","215.027829000","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2776/55306, ttl=53 (request in 502)"
"505","216.036306200","112.80.248.75","172.20.10.6","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=2777/55562, ttl=53 (request in 504)"
"507","217.054797200","112.80.248.75","172.20.10.6","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=2778/55818, ttl=53 (request in 506)"
