"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"29","10.429431400","52.139.250.253","172.20.10.8","TCP","118","28 dBm","","","443  >  49849 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1400 WS=1 SACK_PERM=1"
"32","10.632900300","52.139.250.253","172.20.10.8","TCP","166","27 dBm","","","[TCP Previous segment not captured] 443  >  49849 [PSH, ACK] Seq=1401 Ack=179 Win=8014 Len=60"
"34","10.633181900","52.139.250.253","172.20.10.8","TLSv1.2","1506","27 dBm","","","Ignored Unknown Record"
"35","10.633181900","52.139.250.253","172.20.10.8","TCP","166","27 dBm","","","[TCP segment of a reassembled PDU]"
"36","10.633181900","52.139.250.253","172.20.10.8","TCP","1506","27 dBm","","","[TCP Out-Of-Order] 443  >  49849 [ACK] Seq=1 Ack=179 Win=8014 Len=1400"
"37","10.633181900","52.139.250.253","172.20.10.8","TLSv1.2","972","27 dBm","","","Ignored Unknown Record"
"42","10.838045800","52.139.250.253","172.20.10.8","TCP","1506","27 dBm","","","[TCP Out-Of-Order] 443  >  49849 [ACK] Seq=1 Ack=179 Win=8014 Len=1400"
"43","10.838045800","52.139.250.253","172.20.10.8","TLSv1.2","157","27 dBm","","","Change Cipher Spec, Encrypted Handshake Message"
"48","11.042829200","52.139.250.253","172.20.10.8","TCP","106","27 dBm","","","443  >  49849 [ACK] Seq=3838 Ack=1924 Win=8192 Len=0"
"49","11.042829200","52.139.250.253","172.20.10.8","TLSv1.2","386","27 dBm","","","Application Data"
"50","11.042829200","52.139.250.253","172.20.10.8","TLSv1.2","207","27 dBm","","","Application Data"
"51","11.042829200","52.139.250.253","172.20.10.8","TLSv1.2","207","27 dBm","","","[TCP Previous segment not captured] , Application Data"
"52","11.042829200","52.139.250.253","172.20.10.8","TCP","272","27 dBm","","","[TCP Out-Of-Order] 443  >  49849 [PSH, ACK] Seq=4219 Ack=1924 Win=8192 Len=166"
"57","11.196485700","52.139.250.253","172.20.10.8","TLSv1.2","226","27 dBm","","","Application Data"
"58","11.204463000","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1534/65029, ttl=51 (request in 56)"
"61","12.223222500","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1535/65285, ttl=51 (request in 60)"
"63","13.240230700","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1536/6, ttl=51 (request in 62)"
"65","14.252214700","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1537/262, ttl=51 (request in 64)"
"67","15.272005600","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1538/518, ttl=51 (request in 66)"
"69","16.301753800","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1539/774, ttl=51 (request in 68)"
"71","17.319293800","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1540/1030, ttl=51 (request in 70)"
"73","18.332367200","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1541/1286, ttl=51 (request in 72)"
"75","19.347290700","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1542/1542, ttl=51 (request in 74)"
"77","20.367260600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1543/1798, ttl=51 (request in 76)"
"79","21.385730500","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1544/2054, ttl=51 (request in 78)"
"81","22.398230600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1545/2310, ttl=51 (request in 80)"
"83","23.422122100","153.37.235.4","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=1546/2566, ttl=51 (request in 82)"
"85","24.440087200","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1547/2822, ttl=51 (request in 84)"
"87","25.442457500","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1548/3078, ttl=51 (request in 86)"
"89","26.455499600","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1549/3334, ttl=51 (request in 88)"
"91","27.456448900","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1550/3590, ttl=51 (request in 90)"
"93","28.473837100","153.37.235.4","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=1551/3846, ttl=51 (request in 92)"
"95","29.486020100","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1552/4102, ttl=51 (request in 94)"
"97","30.501510600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1553/4358, ttl=51 (request in 96)"
"99","31.149716800","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","27 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"101","31.511588100","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1554/4614, ttl=51 (request in 100)"
"103","32.522553400","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1555/4870, ttl=51 (request in 102)"
"105","33.540560300","153.37.235.4","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=1556/5126, ttl=51 (request in 104)"
"107","34.555165400","153.37.235.4","172.20.10.8","ICMP","126","25 dBm","","","Echo (ping) reply    id=0x0001, seq=1557/5382, ttl=51 (request in 106)"
"109","35.567623600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1558/5638, ttl=51 (request in 108)"
"111","35.823776300","40.119.211.203","172.20.10.8","TLSv1.2","280","27 dBm","","","Application Data"
"114","36.586486200","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1559/5894, ttl=51 (request in 113)"
"116","37.601849000","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1560/6150, ttl=51 (request in 115)"
"118","38.618244800","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1561/6406, ttl=51 (request in 117)"
"120","39.633726500","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1562/6662, ttl=51 (request in 119)"
"122","40.642520600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1563/6918, ttl=51 (request in 121)"
"124","41.660694500","153.37.235.4","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=1564/7174, ttl=51 (request in 123)"
"126","42.683514900","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1565/7430, ttl=51 (request in 125)"
"128","43.695071700","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1566/7686, ttl=51 (request in 127)"
"130","44.714803700","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1567/7942, ttl=51 (request in 129)"
"132","45.041282100","40.119.211.203","172.20.10.8","TLSv1.2","277","28 dBm","","","Application Data"
"135","45.742083800","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1568/8198, ttl=51 (request in 134)"
"137","46.757362700","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1569/8454, ttl=51 (request in 136)"
"139","47.773755300","153.37.235.4","172.20.10.8","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=1570/8710, ttl=51 (request in 138)"
"141","48.787713200","153.37.235.4","172.20.10.8","ICMP","126","28 dBm","","","Echo (ping) reply    id=0x0001, seq=1571/8966, ttl=51 (request in 140)"
"143","49.798732000","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1572/9222, ttl=51 (request in 142)"
"145","50.798183100","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1573/9478, ttl=51 (request in 144)"
"147","51.819872300","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1574/9734, ttl=51 (request in 146)"
"149","52.654576300","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","26 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"151","52.827154500","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1575/9990, ttl=51 (request in 150)"
"153","53.844425400","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1576/10246, ttl=51 (request in 152)"
"155","54.855880900","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1577/10502, ttl=51 (request in 154)"
"157","55.879408700","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1578/10758, ttl=51 (request in 156)"
"159","56.878188400","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1579/11014, ttl=51 (request in 158)"
"161","57.887867700","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1580/11270, ttl=51 (request in 160)"
"163","58.920850100","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1581/11526, ttl=51 (request in 162)"
"165","59.938012500","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1582/11782, ttl=51 (request in 164)"
"167","60.945052300","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1583/12038, ttl=51 (request in 166)"
"169","61.946164900","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1584/12294, ttl=51 (request in 168)"
"171","62.957417500","153.37.235.4","172.20.10.8","ICMP","126","26 dBm","","","Echo (ping) reply    id=0x0001, seq=1585/12550, ttl=51 (request in 170)"
"173","63.984050800","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1586/12806, ttl=51 (request in 172)"
"175","64.997943600","153.37.235.4","172.20.10.8","ICMP","126","27 dBm","","","Echo (ping) reply    id=0x0001, seq=1587/13062, ttl=51 (request in 174)"
"177","66.023107300","153.37.235.4","172.20.10.8","ICMP","126","25 dBm","","","Echo (ping) reply    id=0x0001, seq=1588/13318, ttl=51 (request in 176)"
"179","67.032782800","153.37.235.4","172.20.10.8","ICMP","126","25 dBm","","","Echo (ping) reply    id=0x0001, seq=1589/13574, ttl=51 (request in 178)"
"181","68.043620600","153.37.235.4","172.20.10.8","ICMP","126","25 dBm","","","Echo (ping) reply    id=0x0001, seq=1590/13830, ttl=51 (request in 180)"
