"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"57","24.388300200","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1664/32774, ttl=51 (request in 56)"
"59","25.401008600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1665/33030, ttl=51 (request in 58)"
"61","26.415081200","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1666/33286, ttl=51 (request in 60)"
"63","27.436239600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1667/33542, ttl=51 (request in 62)"
"65","28.449475500","153.37.235.4","172.20.10.8","ICMP","126","19 dBm","","","Echo (ping) reply    id=0x0001, seq=1668/33798, ttl=51 (request in 64)"
"67","29.472147600","153.37.235.4","172.20.10.8","ICMP","126","19 dBm","","","Echo (ping) reply    id=0x0001, seq=1669/34054, ttl=51 (request in 66)"
"69","30.480529400","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1670/34310, ttl=51 (request in 68)"
"71","31.489341300","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1671/34566, ttl=51 (request in 70)"
"73","32.500699200","153.37.235.4","172.20.10.8","ICMP","126","22 dBm","","","Echo (ping) reply    id=0x0001, seq=1672/34822, ttl=51 (request in 72)"
"75","33.520755100","153.37.235.4","172.20.10.8","ICMP","126","22 dBm","","","Echo (ping) reply    id=0x0001, seq=1673/35078, ttl=51 (request in 74)"
"77","34.525177500","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1674/35334, ttl=51 (request in 76)"
"79","35.547663000","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1675/35590, ttl=51 (request in 78)"
"80","36.315682600","72:94:ee:76:59:69","IntelCor_d5:17:4a","EAPOL","165","21 dBm","","","Key (Message 1 of 4)"
"82","36.323758500","72:94:ee:76:59:69","IntelCor_d5:17:4a","EAPOL","221","21 dBm","","","Key (Message 3 of 4)"
"86","36.342362200","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","21 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"100","36.376806000","172.20.10.1","172.20.10.8","DHCP","394","20 dBm","","","DHCP ACK      - Transaction ID 0x66bf2617"
"103","36.385679000","172.20.10.1","172.20.10.8","DNS","233","20 dBm","","","Standard query response 0xde0b A www.msftconnecttest.com CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"119","36.565372400","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1676/35846, ttl=51 (request in 118)"
"126","36.798275700","40.119.211.203","172.20.10.8","TCP","118","18 dBm","","","443  >  49773 [ACK] Seq=172 Ack=102 Win=8192 Len=0 SLE=1 SRE=102"
"127","36.847034800","13.107.4.52","172.20.10.8","TCP","118","19 dBm","","","80  >  49850 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM=1"
"130","36.864036500","40.119.211.203","172.20.10.8","TCP","277","19 dBm","","","[TCP Retransmission] 443  >  49773 [PSH, ACK] Seq=1 Ack=102 Win=8192 Len=171"
"131","36.911186700","13.107.4.52","172.20.10.8","TCP","106","19 dBm","","","80  >  49850 [ACK] Seq=1 Ack=155 Win=524800 Len=0"
"132","36.911186700","13.107.4.52","172.20.10.8","TCP","106","19 dBm","","","[TCP Previous segment not captured] 80  >  49850 [FIN, ACK] Seq=540 Ack=155 Win=524800 Len=0"
"133","36.911186700","13.107.4.52","172.20.10.8","TCP","645","19 dBm","","","[TCP Out-Of-Order] 80  >  49850 [PSH, ACK] Seq=1 Ack=155 Win=524800 Len=539"
"138","36.966043400","13.107.4.52","172.20.10.8","TCP","106","20 dBm","","","80  >  49850 [ACK] Seq=541 Ack=156 Win=524800 Len=0"
"139","36.969945900","13.107.4.52","172.20.10.8","TCP","106","21 dBm","","","[TCP ZeroWindow] 80  >  49850 [ACK] Seq=541 Ack=156 Win=0 Len=0"
"144","37.579243300","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1677/36102, ttl=51 (request in 143)"
"148","38.597800200","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1678/36358, ttl=51 (request in 147)"
"153","39.605575600","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1679/36614, ttl=51 (request in 152)"
"156","40.621116200","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1680/36870, ttl=51 (request in 155)"
"159","41.645691300","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1681/37126, ttl=51 (request in 158)"
"162","42.657682500","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1682/37382, ttl=51 (request in 161)"
"165","43.668819400","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1683/37638, ttl=51 (request in 164)"
"167","44.685343600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1684/37894, ttl=51 (request in 166)"
"171","45.706175600","153.37.235.4","172.20.10.8","ICMP","126","23 dBm","","","Echo (ping) reply    id=0x0001, seq=1685/38150, ttl=51 (request in 170)"
"173","46.731687100","153.37.235.4","172.20.10.8","ICMP","126","23 dBm","","","Echo (ping) reply    id=0x0001, seq=1686/38406, ttl=51 (request in 172)"
"175","47.748851900","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1687/38662, ttl=51 (request in 174)"
"178","48.764328100","153.37.235.4","172.20.10.8","ICMP","126","22 dBm","","","Echo (ping) reply    id=0x0001, seq=1688/38918, ttl=51 (request in 177)"
"180","49.780898200","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1689/39174, ttl=51 (request in 179)"
"182","50.805617800","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1690/39430, ttl=51 (request in 181)"
"186","51.829396200","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1691/39686, ttl=51 (request in 185)"
"188","52.848887000","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1692/39942, ttl=51 (request in 187)"
"190","53.870116600","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1693/40198, ttl=51 (request in 189)"
"192","54.895757300","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1694/40454, ttl=51 (request in 191)"
"194","55.904101700","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1695/40710, ttl=51 (request in 193)"
"196","56.924227000","153.37.235.4","172.20.10.8","ICMP","126","21 dBm","","","Echo (ping) reply    id=0x0001, seq=1696/40966, ttl=51 (request in 195)"
"198","57.762867200","46:f2:1b:94:13:64","IntelCor_d5:17:4a","ARP","94","21 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"200","57.951918600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1697/41222, ttl=51 (request in 199)"
"203","58.960481600","40.119.211.203","172.20.10.8","TLSv1.2","280","22 dBm","","","Application Data"
"204","58.967592900","153.37.235.4","172.20.10.8","ICMP","126","23 dBm","","","Echo (ping) reply    id=0x0001, seq=1698/41478, ttl=51 (request in 202)"
"207","59.978519600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1699/41734, ttl=51 (request in 206)"
"209","60.999342700","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1700/41990, ttl=51 (request in 208)"
"211","62.016717900","153.37.235.4","172.20.10.8","ICMP","126","19 dBm","","","Echo (ping) reply    id=0x0001, seq=1701/42246, ttl=51 (request in 210)"
"213","63.041424700","153.37.235.4","172.20.10.8","ICMP","126","19 dBm","","","Echo (ping) reply    id=0x0001, seq=1702/42502, ttl=51 (request in 212)"
"215","64.056043600","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1703/42758, ttl=51 (request in 214)"
"217","65.075841400","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1704/43014, ttl=51 (request in 216)"
"219","66.088773200","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1705/43270, ttl=51 (request in 218)"
"221","67.104483300","153.37.235.4","172.20.10.8","ICMP","126","20 dBm","","","Echo (ping) reply    id=0x0001, seq=1706/43526, ttl=51 (request in 220)"
"224","68.119357500","153.37.235.4","172.20.10.8","ICMP","126","23 dBm","","","Echo (ping) reply    id=0x0001, seq=1707/43782, ttl=51 (request in 223)"
"226","69.128831300","153.37.235.4","172.20.10.8","ICMP","126","18 dBm","","","Echo (ping) reply    id=0x0001, seq=1708/44038, ttl=51 (request in 225)"
"228","70.140232400","153.37.235.4","172.20.10.8","ICMP","126","19 dBm","","","Echo (ping) reply    id=0x0001, seq=1709/44294, ttl=51 (request in 227)"
"230","71.159275400","153.37.235.4","172.20.10.8","ICMP","126","18 dBm","","","Echo (ping) reply    id=0x0001, seq=1710/44550, ttl=51 (request in 229)"
