"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","MCS index","Data rate","Info"
"396","39.526795","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3842, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"397","39.629166","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3843, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"398","39.731555","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3844, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"399","39.833995","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3845, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"400","39.936363","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3846, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"401","40.039360","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3847, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"402","40.141065","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3848, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"403","40.243624","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3849, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"404","40.346001","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3850, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"405","40.448471","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3851, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"406","40.550775","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3852, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"407","40.653164","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3853, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"408","40.755593","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3854, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"409","40.857945","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3855, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"410","40.960387","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3856, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"411","41.062759","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3857, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"412","41.165152","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3858, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"413","41.267575","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3859, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"414","41.369970","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3860, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"415","41.472431","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3861, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"416","41.574822","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3862, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"417","41.677173","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3863, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"418","41.779575","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3864, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"419","41.881998","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3865, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"420","41.984362","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"421","42.086805","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3867, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"422","42.189162","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3868, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"423","42.291604","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3869, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"424","42.393975","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3870, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"425","42.496439","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3871, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"426","42.598767","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3872, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"427","42.701181","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3873, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"428","42.803577","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3874, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"429","42.905973","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3875, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"430","43.008387","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3876, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"431","43.110783","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3877, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"432","43.213164","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3878, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"433","43.315566","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3879, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"434","43.417881","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3880, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"435","43.520459","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3881, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"436","43.622766","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3882, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"437","43.725165","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3883, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"438","43.827579","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3884, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"439","43.929972","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3885, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"440","44.032356","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3886, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"441","44.134780","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3887, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"442","44.237179","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3888, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"443","44.339584","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3889, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"444","44.442027","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3890, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"445","44.544460","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3891, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"446","44.646792","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3892, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"447","44.749161","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3893, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"448","44.851583","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3894, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"449","44.954007","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3895, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"450","45.056372","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3896, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"451","45.158763","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3897, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"452","45.261161","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3898, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"453","45.363567","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3899, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"454","45.465989","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3900, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"455","45.568457","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3901, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"456","45.670762","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3902, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"457","45.773198","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3903, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"458","45.875597","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3904, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"459","45.977978","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3905, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"460","46.080359","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3906, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"461","46.182783","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3907, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"462","46.285190","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3908, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"463","46.387612","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3909, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"464","46.489960","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3910, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"465","46.592447","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3911, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"466","46.694642","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3912, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"467","46.797185","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3913, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"468","46.899579","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3914, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"469","47.001988","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3915, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"470","47.104367","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3916, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"471","47.206780","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3917, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"472","47.309173","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3918, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"473","47.411568","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3919, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"474","47.513963","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3920, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"475","47.616443","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3921, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"476","47.718787","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3922, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"477","47.821175","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3923, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"478","47.923588","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3924, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"479","48.025982","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3925, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"480","48.128372","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3926, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"481","48.230767","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3927, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"482","48.333184","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3928, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"483","48.435608","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3929, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"484","48.537968","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3930, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"485","48.640472","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3931, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"486","48.742768","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3932, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"487","48.845204","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3933, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"488","48.947583","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3934, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"489","49.049984","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3935, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"490","49.152369","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3936, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"491","49.254795","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3937, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"492","49.357182","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3938, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"493","49.459590","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3939, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"494","49.562006","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3940, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"495","49.664475","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3941, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"496","49.766779","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3942, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"497","49.869168","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3943, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"498","49.971420","0a:cc:e9:84:46:79","Broadcast","802.11","426","-53 dBm","-93 dBm","40 dB","","6","Beacon frame, SN=3944, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"499","50.073995","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3945, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"500","50.176374","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3946, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"501","50.278770","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3947, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"502","50.381160","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3948, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"503","50.483578","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3949, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"504","50.585972","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3950, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"505","50.688457","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3951, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"506","50.893176","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3953, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"507","50.995587","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3954, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"508","51.097961","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3955, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"509","51.200394","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3956, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"510","51.302789","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3957, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"511","51.405187","0a:cc:e9:84:46:79","Broadcast","802.11","426","-54 dBm","-93 dBm","39 dB","","6","Beacon frame, SN=3958, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"512","51.507587","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3959, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"513","51.609973","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3960, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"514","51.712467","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3961, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"515","51.814818","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3962, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"516","51.917193","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3963, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"517","52.019622","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3964, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"518","52.121990","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3965, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"519","52.224373","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3966, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"520","52.326792","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3967, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"521","52.429191","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3968, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"522","52.531580","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3969, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"523","52.633983","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3970, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"524","52.736467","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3971, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"525","52.838788","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3972, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"526","52.941201","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3973, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"527","53.043568","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3974, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"528","53.145972","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3975, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"529","53.248388","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3976, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"530","53.350641","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3977, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"531","53.453170","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3978, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"532","53.555576","0a:cc:e9:84:46:79","Broadcast","802.11","426","-55 dBm","-93 dBm","38 dB","","6","Beacon frame, SN=3979, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"533","53.657992","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3980, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"534","53.760471","0a:cc:e9:84:46:79","Broadcast","802.11","426","-57 dBm","-93 dBm","36 dB","","6","Beacon frame, SN=3981, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"535","53.862786","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3982, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"536","53.965171","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3983, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"537","54.067590","0a:cc:e9:84:46:79","Broadcast","802.11","426","-56 dBm","-93 dBm","37 dB","","6","Beacon frame, SN=3984, FN=0, Flags=........C, BI=100, SSID=Z5241154"
