"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","MCS index","Data rate","Info"
"297","30.310642","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=235, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"298","30.413052","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=236, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"299","30.515485","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=237, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"300","30.617842","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=238, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"301","30.720247","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=239, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"302","30.822958","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=240, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"303","30.925041","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-55 dBm","-92 dBm","37 dB","","6","Beacon frame, SN=241, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"304","31.027443","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=242, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"305","31.129843","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=243, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"306","31.232277","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=244, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"307","31.334666","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=245, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"308","31.437051","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=246, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"310","31.539453","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=248, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"311","31.641715","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=249, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"312","31.744268","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=250, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"313","31.846978","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=251, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"314","31.949073","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=252, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"315","32.051444","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=253, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"316","32.153859","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=254, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"317","32.256267","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=255, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"318","32.358670","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=256, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"319","32.461042","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=257, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"320","32.563447","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=258, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"321","32.665849","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=259, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"322","32.768250","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=260, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"323","32.871534","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=261, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"324","32.973051","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=262, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"325","33.075445","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=263, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"326","33.177865","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=264, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"327","33.280251","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=265, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"328","33.382681","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=266, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"329","33.485049","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=267, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"330","33.587449","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=268, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"331","33.689855","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=269, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"332","33.792264","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=270, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"333","33.894700","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=271, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"334","33.997046","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=272, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"335","34.099455","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=273, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"336","34.201843","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=274, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"337","34.304258","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=275, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"338","34.406660","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=276, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"339","34.509059","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=277, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"340","34.611450","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=278, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"341","34.713872","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"342","34.816265","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=280, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"343","34.918513","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"344","35.021048","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=282, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"345","35.123466","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=283, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"346","35.225850","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=284, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"347","35.328269","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=285, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"348","35.430647","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=286, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"349","35.533066","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=287, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"350","35.635449","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=288, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"351","35.737855","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=289, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"352","35.840247","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=290, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"353","35.942679","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=291, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"354","36.045041","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-55 dBm","-92 dBm","37 dB","","6","Beacon frame, SN=292, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"355","36.147498","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=293, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"356","36.249881","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=294, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"357","36.352247","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=295, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"358","36.454695","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=296, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"359","36.557043","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=297, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"360","36.659448","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=298, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"361","36.761841","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=299, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"362","36.864280","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=300, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"363","36.966678","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=301, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"364","37.069059","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=302, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"365","37.171444","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=303, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"366","37.273849","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=304, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"367","37.376274","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=305, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"368","37.478647","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=306, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"369","37.581074","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=307, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"370","37.683472","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=308, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"371","37.785841","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=309, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"372","37.888588","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=310, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"373","37.990642","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=311, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"374","38.093064","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=312, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"375","38.195312","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=313, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"376","38.297866","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=314, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"377","38.400264","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=315, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"378","38.502675","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=316, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"379","38.605056","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=317, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"380","38.707458","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=318, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"381","38.809846","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=319, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"382","38.912572","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=320, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"383","39.014673","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=321, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"384","39.117009","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=322, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"385","39.219453","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=323, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"386","39.321864","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=324, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"387","39.424290","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=325, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"388","39.526651","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=326, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"389","39.629052","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=327, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"390","39.731455","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=328, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"391","39.833873","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=329, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"392","39.936588","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=330, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"393","40.038644","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=331, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"394","40.141061","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=332, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"395","40.243466","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=333, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"396","40.345848","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=334, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"397","40.448267","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=335, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"398","40.550654","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=336, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"399","40.653045","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=337, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"400","40.755447","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=338, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"401","40.857839","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=339, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"402","40.960285","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=340, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"403","41.062662","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=341, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"404","41.165047","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=342, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"405","41.267476","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=343, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"406","41.369900","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=344, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"407","41.472113","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=345, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"408","41.574655","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=346, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"409","41.677053","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=347, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"410","41.779478","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=348, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"411","41.881864","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=349, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"412","41.984254","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=350, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"413","42.086675","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=351, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"414","42.189055","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=352, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"415","42.291451","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=353, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"416","42.393895","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=354, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"417","42.496273","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=355, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"418","42.598711","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=356, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"419","42.701059","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=357, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"420","42.803464","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=358, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"421","42.905869","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=359, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"422","43.008378","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=360, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"423","43.110671","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=361, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"424","43.213052","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-52 dBm","-92 dBm","40 dB","","6","Beacon frame, SN=362, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"425","43.315452","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=363, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"426","43.417873","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=364, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"427","43.520245","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=365, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"428","43.622647","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=366, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"429","43.725093","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=367, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"430","43.827451","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=368, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"431","43.929865","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=369, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"432","44.032387","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=370, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"433","44.134656","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=371, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"434","44.237061","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=372, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"435","44.339464","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=373, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"436","44.441870","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-53 dBm","-92 dBm","39 dB","","6","Beacon frame, SN=374, FN=0, Flags=........C, BI=100, SSID=Z5241154"
"437","44.544250","e6:95:b2:4a:dd:ef","Broadcast","802.11","426","-54 dBm","-92 dBm","38 dB","","6","Beacon frame, SN=375, FN=0, Flags=........C, BI=100, SSID=Z5241154"
